Collection,Device Name,SSID,BSSID,Frequency,Technology Band,SSID Count [AVG],RSSI [AVG],Capability,Status,SSID Count [SUM]
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:7f:71,2412,WiFi (2.4 GHz),145,-67,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,4352
Day1-TMO-NH-IN,QualiPoc_083101,SwimUpstream,d4:dc:09:78:74:06,5805,WiFi (5 GHz),120,-74,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4107
Day1-TMO-NH-OUT,QualiPoc_083101,MercyInternal,50:5c:88:03:5a:be,5220,WiFi (5 GHz),48,-85,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,342
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,Walmartwifi,5c:5b:35:60:2c:58,5180,WiFi (5 GHz),21,-82,[ESS],,105
Day3_TMO-DEF-IN-L2,QualiPoc_083101,ATTtNrDgC4,90:d0:92:a8:72:94,2437,WiFi (2.4 GHz),161,-59,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],,8069
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE,d4:dc:09:5e:4f:f3,5745,WiFi (5 GHz),104,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,524
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:dc:09:5e:4f:93,5805,WiFi (5 GHz),140,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,140
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:2d:d2,5785,WiFi (5 GHz),135,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1630
Day3_ATT-NH-IN-L2,QualiPoc_083101,ScenXus-b072bfbc4ae2,b2:72:bf:bc:4a:e2,2422,WiFi (2.4 GHz),177,-81,[ESS],,177
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:dc:09:5e:50:13,2412,WiFi (2.4 GHz),112,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1905
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2c:76,2412,WiFi (2.4 GHz),22,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,331
Day1-TMO-MNO-DEF-OUT,QualiPoc_083101,MercyInternal,50:5c:88:03:cc:81,2462,WiFi (2.4 GHz),35,-74,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,390
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,Hotspot57E7,00:54:af:8a:57:e7,2412,WiFi (2.4 GHz),18,-83,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,18
Day3_TMO-DEF-L1-V1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:eb:7c,5540,WiFi (5 GHz),166,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9674
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Galaxy S25+ DCE5,62:d1:88:f8:6f:14,2412,WiFi (2.4 GHz),161,-64,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,5660
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:26:b7,5785,WiFi (5 GHz),115,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1958
Day3_TMO-DEF-L1-V1,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4a:27,2462,WiFi (2.4 GHz),163,-70,[ESS],,816
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:49:d6,5240,WiFi (5 GHz),136,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,29855
Day2-VZN-MNO-4G-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:fc,5220,WiFi (5 GHz),22,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,44
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4a:ce,5825,WiFi (5 GHz),179,-75,[ESS],,5374
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,Eagle,d4:20:b0:e2:48:5d,5240,WiFi (5 GHz),154,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3244
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:44:fc,5280,WiFi (5 GHz),181,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1090
Day3_TMO-NH-L1,QualiPoc_083101,HEATKTE,d4:20:b0:e2:3e:96,5680,WiFi (5 GHz),146,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10992
Day3_unnamed,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:48:88,5240,WiFi (5 GHz),147,-55,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1470
Day3_TMO-DEF-IN-L2,QualiPoc_083101,LiveBetter,d4:20:b0:e2:4c:4b,5680,WiFi (5 GHz),161,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8571
Day2-TMO-MNO-4G-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:f6:2b,5745,WiFi (5 GHz),169,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,13883
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE,d4:dc:09:78:74:03,5805,WiFi (5 GHz),120,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,13251
Day3_TMO-NH-L1,QualiPoc_083101,LiveBetter,d4:20:b0:e2:48:8b,5240,WiFi (5 GHz),144,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,13260
Day3_TMO-DEF-IN-L2,QualiPoc_083101,m3rcytl$,50:5c:88:02:c9:c0,2412,WiFi (2.4 GHz),152,-70,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,305
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2d:d4,5785,WiFi (5 GHz),32,-82,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,32
Day3_ATT-NH-IN-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:eb:7c,5540,WiFi (5 GHz),171,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7714
Day3_ATT-NH-IN-L1,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:e9:9e,5745,WiFi (5 GHz),182,-81,[ESS],,1092
Day3_ATT-NH-IN-L1,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:4b:24,2462,WiFi (2.4 GHz),166,-80,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,498
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,Kids Spot,a8:3a:79:ae:09:11,5700,WiFi (5 GHz),35,-87,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,35
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,PROJd6280f,2a:38:5c:d6:28:0f,5745,WiFi (5 GHz),13,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,80
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:f6:88,5280,WiFi (5 GHz),139,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,16624
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:03:54,2462,WiFi (2.4 GHz),148,-68,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,9349
Day3_TMO-DEF-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:4d:0c,5520,WiFi (5 GHz),172,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1902
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:48:88,5240,WiFi (5 GHz),159,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2390
Day3_ATT-NH-IN-L2,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7b:51,2437,WiFi (2.4 GHz),169,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,338
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:40:d8,5220,WiFi (5 GHz),139,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,3494
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:24:77,5825,WiFi (5 GHz),184,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,739
Day1-WIFI-OUT,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:5a:bb,5220,WiFi (5 GHz),46,-86,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,93
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:0b:16,2412,WiFi (2.4 GHz),177,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,708
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,CoxWiFi,96:04:e3:22:1e:30,5785,WiFi (5 GHz),19,-77,[ESS][WPS],,77
Day1-TMO-NH-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:e5:ab,5320,WiFi (5 GHz),122,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9445
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,LiveBetter,d4:20:b0:e2:48:8b,5240,WiFi (5 GHz),162,-48,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10732
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ec:f8,5220,WiFi (5 GHz),27,-85,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,27
Day1-WIFI-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:eb:ad,5200,WiFi (5 GHz),164,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6423
Day3_TMO-DEF-L2,QualiPoc_083101,HEATKTE,d4:20:b0:d6:45:e6,5680,WiFi (5 GHz),167,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6847
Day1-WIFI-OUT,QualiPoc_083101,Arvest-DBSI,38:17:c3:e9:58:40,2437,WiFi (2.4 GHz),20,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,40
Day2-TMO-MNO-4G-IN,QualiPoc_083101,"LG_Speaker_S90QY_3873.l077 ",fa:8f:ca:80:f2:32,2437,WiFi (2.4 GHz),160,-65,[ESS],,8658
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:ec:3b,5540,WiFi (5 GHz),141,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2268
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,Walmartwifi,d4:20:b0:ea:7f:88,5745,WiFi (5 GHz),29,-75,[ESS],,149
Day2-ATT-MNO-4G-IN,QualiPoc_083101,0024b1000006b383,00:24:b1:06:b3:83,2432,WiFi (2.4 GHz),147,-69,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],,443
Day3_unnamed,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:fc,5220,WiFi (5 GHz),148,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,148
Day3_TMO-NH-L2,QualiPoc_083101,HEATKTE,d4:20:b0:e2:3f:e6,5240,WiFi (5 GHz),147,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6174
Day3_TMO-DEF-IN-L2,QualiPoc_083101,Eagle,d4:20:b0:e2:45:5d,5200,WiFi (5 GHz),165,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3143
Day3_TMO-DEF-L2,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ec:38,5540,WiFi (5 GHz),175,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1582
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:26:b7,5785,WiFi (5 GHz),132,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2118
Day3_TMO-DEF-L1-V1,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:48:be,5765,WiFi (5 GHz),176,-85,[ESS],,176
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:dc:09:5e:4f:f3,5745,WiFi (5 GHz),112,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,560
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,sprd_mdt,00:30:44:9c:e6:28,2412,WiFi (2.4 GHz),20,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,200
Day3_ATT-NH-IN-L1,QualiPoc_083101,Walmartwifi,d4:20:b0:cf:f9:ce,5520,WiFi (5 GHz),168,-85,[ESS],,5730
Day1-ATT-NH-IN,QualiPoc_083101,Walmartwifi,5c:5b:35:60:0a:c7,5300,WiFi (5 GHz),104,-83,[ESS],,627
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:46:de,5765,WiFi (5 GHz),172,-71,[ESS],,4481
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE,d4:dc:09:5e:4f:f3,5745,WiFi (5 GHz),95,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,191
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,CSNWA,06:e4:ce:e8:0b:42,5220,WiFi (5 GHz),22,-86,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,45
Day3_TMO-DEF-L1-V1,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:40:d8,5220,WiFi (5 GHz),165,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1986
Day2-TMO-MNO-DEF-OUT,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ec:68,5765,WiFi (5 GHz),31,-81,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,190
Day3_TMO-NH-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:de:b8,5320,WiFi (5 GHz),143,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,13930
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,HEATKTE,d4:20:b0:d6:eb:76,5540,WiFi (5 GHz),164,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7570
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:e8:1b,5540,WiFi (5 GHz),127,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,15474
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:cc:8d,5805,WiFi (5 GHz),33,-80,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,404
Day2-ATT-MNO-4G-IN,QualiPoc_083101,SaveMoney,5c:5b:35:5f:ff:d3,2412,WiFi (2.4 GHz),129,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,388
Day3_TMO-NH-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:f6:8c,5280,WiFi (5 GHz),153,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,613
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:48:58,5240,WiFi (5 GHz),192,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,5379
Day3_TMO-DEF-L2,QualiPoc_083101,m3rcytl$,50:5c:88:03:03:50,2462,WiFi (2.4 GHz),160,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,160
Day3_TMO-DEF-L1-V1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:49:dc,5500,WiFi (5 GHz),167,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7709
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:eb:7d,5500,WiFi (5 GHz),137,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14170
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2b:b6,2462,WiFi (2.4 GHz),127,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2670
Day3_ATT-NH-IN-L2,QualiPoc_083101,Walmartwifi,d4:20:b0:ea:7f:88,5745,WiFi (5 GHz),175,-72,[ESS],,3690
Day1-WIFI-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:5a:b0,2437,WiFi (2.4 GHz),188,-70,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,2444
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,MercyInternal,50:5c:88:03:5a:be,5220,WiFi (5 GHz),40,-85,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,285
Day2-TMO-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:3f:be,5805,WiFi (5 GHz),180,-76,[ESS],,3241
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2c:57,5180,WiFi (5 GHz),151,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7560
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,ScenXus-b072bfbc4ae2,b2:72:bf:bc:4a:e2,2422,WiFi (2.4 GHz),133,-61,[ESS],,1863
Day2-TMO-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:dc:09:49:11:b6,5300,WiFi (5 GHz),111,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,445
Day3_TMO-NH-L2,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4a:c6,5825,WiFi (5 GHz),149,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1349
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,Z-EDGE-R1F484,b8:4d:43:60:f4:84,2437,WiFi (2.4 GHz),11,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],,35
Day1-TMO-NH-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:e8:1e,5540,WiFi (5 GHz),119,-77,[ESS],,8035
Day3_unnamed,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:ec:68,5765,WiFi (5 GHz),152,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1371
Day1-TMO-NH-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:4a:0b,5785,WiFi (5 GHz),146,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2786
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:23:52,5200,WiFi (5 GHz),139,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8244
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:26:d2,2462,WiFi (2.4 GHz),130,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1955
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:3e:98,5680,WiFi (5 GHz),169,-81,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,10168
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:45:56,5540,WiFi (5 GHz),168,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8241
Day1-TMO-NH-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:6c,5300,WiFi (5 GHz),27,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,139
Day3_TMO-NH-L1,QualiPoc_083101,Eagle,d4:20:b0:d6:e5:ab,5320,WiFi (5 GHz),147,-87,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1911
Day1-WIFI-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4c:48,5765,WiFi (5 GHz),185,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,3156
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:3e,5540,WiFi (5 GHz),156,-79,[ESS],,8272
Day2-TMO-MNO-4G-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:0a:c4,5300,WiFi (5 GHz),123,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,494
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:3f:b6,5805,WiFi (5 GHz),140,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6728
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ef:06,5260,WiFi (5 GHz),140,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1831
Day2-TMO-MNO-4G-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2c:75,2412,WiFi (2.4 GHz),141,-65,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1414
Day2-VZN-MNO-4G-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:4a:cb,5825,WiFi (5 GHz),151,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,16468
Day3_TMO-DEF-IN-L2,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:02:c9:cd,5280,WiFi (5 GHz),164,-83,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,4778
Day3_TMO-DEF-IN-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:45:5c,5200,WiFi (5 GHz),161,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8889
Day1-WIFI-OUT,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:87,2412,WiFi (2.4 GHz),31,-72,[ESS],,95
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,AM_Corp,08:bf:b8:4d:ec:90,2432,WiFi (2.4 GHz),24,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,124
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:24:92,2412,WiFi (2.4 GHz),171,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,171
Day3_ATT-NH-IN-L1,QualiPoc_083101,MercyInternal,50:5c:88:03:03:51,2412,WiFi (2.4 GHz),174,-76,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,174
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:dc:09:5e:4f:f6,5745,WiFi (5 GHz),135,-86,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,135
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,TJCElmSprings,1c:9d:72:a4:6f:a0,2412,WiFi (2.4 GHz),21,-84,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,21
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:f6:5c,5540,WiFi (5 GHz),160,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,16362
Day1-TMO-NH-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:7f:7e,5785,WiFi (5 GHz),143,-73,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,6188
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,HEATKTE,d4:20:b0:d6:ec:f6,5220,WiFi (5 GHz),22,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,45
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4a:27,2462,WiFi (2.4 GHz),177,-75,[ESS],,885
Day1-TMO-NH-OUT,QualiPoc_083101,Infusion2609,00:0d:6f:ee:f6:7a,2412,WiFi (2.4 GHz),15,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,79
