Collection,Device Name,SSID,BSSID,Frequency,Technology Band,SSID Count [AVG],RSSI [AVG],Capability,Status,SSID Count [SUM]
Day3_ATT-NH-IN-L1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:4b:8c,5240,WiFi (5 GHz),169,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8495
Day3_TMO-DEF-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:3f:ec,5240,WiFi (5 GHz),171,-88,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,685
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,m3rcytl$,50:5c:88:03:5a:bf,5220,WiFi (5 GHz),40,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,285
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,vendorwifi,3a:56:ee:c7:99:16,5200,WiFi (5 GHz),25,-89,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,25
Day2-VZN-MNO-4G-OUT,QualiPoc_083101,Walmartwifi,5c:5b:35:60:2c:58,5180,WiFi (5 GHz),24,-77,[ESS],,145
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:eb:a6,5200,WiFi (5 GHz),152,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,17830
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:23:54,5200,WiFi (5 GHz),119,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2031
Day3_ATT-NH-IN-L1,QualiPoc_083101,Imperial365,a8:c0:ea:b9:95:24,2462,WiFi (2.4 GHz),169,-66,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,7794
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,Stonebriar_Springdale,c0:a4:76:30:84:56,2412,WiFi (2.4 GHz),6,-81,[WPA-PSK-CCMP][ESS],,6
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:5a:bd,5220,WiFi (5 GHz),169,-77,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,9153
Day1-TMO-NH-IN,QualiPoc_083101,Hotspot2E5C,02:54:af:ef:2e:5c,2437,WiFi (2.4 GHz),78,-74,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],,157
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:4c:4d,5765,WiFi (5 GHz),161,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7745
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7a:c6,2462,WiFi (2.4 GHz),22,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,287
Day1-ATT-NH-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:e8:1e,5540,WiFi (5 GHz),140,-76,[ESS],,7310
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:e9:98,5745,WiFi (5 GHz),157,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6304
Day1-ATT-NH-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:ee:dd,5520,WiFi (5 GHz),175,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4751
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:ea:7f:88,5745,WiFi (5 GHz),168,-77,[ESS],,505
Day2-VZN-MNO-4G-OUT,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2c:54,5180,WiFi (5 GHz),25,-78,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,154
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,Dustin truck,9a:49:14:cb:7e:5c,2437,WiFi (2.4 GHz),18,-71,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,37
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,VMIT,a2:a2:f4:c8:1c:62,2462,WiFi (2.4 GHz),16,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,83
Day2-ATT-MNO-DEF-OUTER,QualiPoc_083101,smartBox-B055,4c:a3:8f:bc:53:6b,5180,WiFi (5 GHz),35,-87,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,35
Day3_TMO-DEF-L2,QualiPoc_083101,Eagle,d4:20:b0:e2:4b:5d,5680,WiFi (5 GHz),168,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1686
Day2-TMO-MNO-4G-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:45:e8,5680,WiFi (5 GHz),177,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6375
Day3_TMO-DEF-L2,QualiPoc_083101,Eagle,d4:20:b0:e2:4a:9d,5825,WiFi (5 GHz),173,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4868
Day1-TMO-NH-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:48:5b,5240,WiFi (5 GHz),137,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9746
Day1-TMO-NH-IN,QualiPoc_083101,Walmartwifi,5c:5b:35:60:26:b8,5785,WiFi (5 GHz),114,-82,[ESS],,573
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:cc:81,2412,WiFi (2.4 GHz),143,-69,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,3016
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:ea:7b:38,5825,WiFi (5 GHz),142,-85,[ESS],,710
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:e9:98,5745,WiFi (5 GHz),182,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4566
Day2-TMO-MNO-4G-IN,QualiPoc_083101,Hotspot9322,00:54:af:eb:93:22,2452,WiFi (2.4 GHz),132,-78,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],,662
Day2-VZN-MNO-DEF-OUT,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2c:54,5180,WiFi (5 GHz),21,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,86
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ed:5e,5200,WiFi (5 GHz),172,-82,[ESS],,6539
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,LiveBetter,d4:20:b0:d6:e5:a9,5320,WiFi (5 GHz),24,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,169
Day1-TMO-MNO-DEF-OUT,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7a:c2,2462,WiFi (2.4 GHz),24,-70,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,347
Day3_ATT-NH-IN-L1,QualiPoc_083101,m3rcytl$,50:5c:88:03:03:50,2412,WiFi (2.4 GHz),190,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,190
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4b:a7,2437,WiFi (2.4 GHz),142,-73,[ESS],,1854
Day1-TMO-NH-OUT,QualiPoc_083101,CR202-0796BB,ec:6e:79:07:96:bb,2462,WiFi (2.4 GHz),21,-73,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,511
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:eb:ad,5200,WiFi (5 GHz),138,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6520
Day2-TMO-MNO-4G-OUT,QualiPoc_083101,479 Properties,a8:3a:79:ae:0f:93,5580,WiFi (5 GHz),32,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,32
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:2c:52,5180,WiFi (5 GHz),156,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8912
Day1-TMO-MNO-DEF-OUT,QualiPoc_083101,HEATKTE,5c:5b:35:60:2c:52,5180,WiFi (5 GHz),22,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,621
Day3_TMO-DEF-L2,QualiPoc_083101,Eagle,d4:20:b0:e2:45:5d,5200,WiFi (5 GHz),175,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3156
Day2-TMO-MNO-4G-IN,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:02:c9:cd,5280,WiFi (5 GHz),170,-82,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,3407
Day3_unnamed,QualiPoc_083101,Eagle,d4:20:b0:d6:eb:7d,5540,WiFi (5 GHz),151,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1211
Day2-ATT-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:4b:a7,2437,WiFi (2.4 GHz),152,-72,[ESS],,1980
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,Walmartwifi,d4:dc:09:5e:4f:b5,2462,WiFi (2.4 GHz),134,-74,[ESS],,538
Day1-WIFI-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:7f:7f,5785,WiFi (5 GHz),178,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,5891
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:45:ec,5680,WiFi (5 GHz),150,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,7998
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:cc:84,2412,WiFi (2.4 GHz),162,-60,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,10562
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:e3:66,5700,WiFi (5 GHz),159,-83,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,638
Day2-VZN-MNO-4G-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:23:75,2412,WiFi (2.4 GHz),139,-68,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1678
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:dc:09:5e:4f:fa,5745,WiFi (5 GHz),101,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,810
Day1-WIFI-IN,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4b:26,5180,WiFi (5 GHz),167,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14251
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,5c:5b:35:60:2b:92,5220,WiFi (5 GHz),138,-81,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,8029
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE,d4:20:b0:ea:7f:82,5745,WiFi (5 GHz),165,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1325
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,SwimUpstream,5c:5b:35:60:0a:f4,5180,WiFi (5 GHz),14,-85,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,14
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,myChevrolet,be:42:8c:cd:19:3d,2462,WiFi (2.4 GHz),120,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,362
Day1-TMO-NH-OUT,QualiPoc_083101,HEATKTE,5c:5b:35:60:2d:d2,5785,WiFi (5 GHz),19,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,627
Day1-TMO-MNO-DEF-OUT,QualiPoc_083101,BYOD@Mercy,50:5c:88:03:cc:8b,5805,WiFi (5 GHz),37,-79,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,555
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:5a:b1,2437,WiFi (2.4 GHz),171,-59,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,1883
Day2-VZN-MNO-4G-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:f6:26,5745,WiFi (5 GHz),166,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11983
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,ScenXus-b072bfbc4ae2,b2:72:bf:bc:4a:e2,2422,WiFi (2.4 GHz),153,-66,[ESS],,459
Day1-ATT-NH-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:2c:75,2412,WiFi (2.4 GHz),148,-69,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1480
Day2-VZN-MNO-4G-IN,QualiPoc_083101,MercyInternal,50:5c:88:03:03:51,2412,WiFi (2.4 GHz),162,-73,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,810
Day1-WIFI-IN,QualiPoc_083101,Eagle,d4:20:b0:e2:48:bd,5765,WiFi (5 GHz),170,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4424
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:40:dc,5220,WiFi (5 GHz),166,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,17430
Day2-TMO-MNO-4G-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:0c:a7,5500,WiFi (5 GHz),132,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,265
Day3_ATT-NH-IN-L1,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:48:5e,5240,WiFi (5 GHz),159,-77,[ESS],,2879
Day2-VZN-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:eb:ac,5200,WiFi (5 GHz),139,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,19637
Day2-VZN-MNO-4G-IN,QualiPoc_083101,Eagle,d4:20:b0:d6:f5:fd,5765,WiFi (5 GHz),152,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,5036
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:45:ec,5680,WiFi (5 GHz),158,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14282
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:48:8c,5240,WiFi (5 GHz),168,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11274
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SaveMoney,5c:5b:35:5f:fe:b2,2462,WiFi (2.4 GHz),144,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,723
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,HEATKTE-NG,d4:20:b0:e2:4d:0c,5520,WiFi (5 GHz),177,-85,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3014
Day1-WIFI-IN,QualiPoc_083101,HEATKTE-NG,d4:dc:09:49:11:b6,5300,WiFi (5 GHz),91,-86,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,91
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:3f:b8,5805,WiFi (5 GHz),156,-77,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1882
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:23:54,5200,WiFi (5 GHz),138,-76,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2487
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,m3rcytl$,50:5c:88:03:4b:20,2462,WiFi (2.4 GHz),148,-67,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,1036
Day1-ATT-MNO-DEF-OUT,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7a:a7,5180,WiFi (5 GHz),26,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,287
Day3_ATT-MNO-DEF-IN-L2,QualiPoc_083101,m3rcytl$vo1p,50:5c:88:03:0e:cd,5300,WiFi (5 GHz),165,-85,[WPA2-EAP/SHA1+?-CCMP][RSN-EAP/SHA1+?-CCMP][ESS],,4800
Day2-TMO-MNO-4G-IN,QualiPoc_083101,LiveBetter,d4:20:b0:e2:4a:9b,5825,WiFi (5 GHz),154,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,19924
Day2-TMO-MNO-DEF-OUTER,QualiPoc_083101,Starbucks WiFi,e0:cb:bc:91:a2:b1,2412,WiFi (2.4 GHz),11,-83,[ESS],,23
Day3_TMO-NH-L2,QualiPoc_083101,LiveBetter,d4:20:b0:e2:46:db,5765,WiFi (5 GHz),147,-58,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6911
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:d6:ec:fc,5220,WiFi (5 GHz),129,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,10659
Day3_unnamed,QualiPoc_083101,LiveBetter,d4:20:b0:d6:ee:ab,5700,WiFi (5 GHz),147,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,2810
Day1-WIFI-OUT,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:2d:d7,5785,WiFi (5 GHz),23,-79,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,650
Day3_TMO-NH-L2,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7f:87,5745,WiFi (5 GHz),151,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4235
Day2-TMO-MNO-4G-IN,QualiPoc_083101,BYOD@Mercy,50:5c:88:02:c9:c4,2437,WiFi (2.4 GHz),166,-69,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],,664
Day3_unnamed,QualiPoc_083101,HEATKTE,d4:20:b0:e2:3e:96,5680,WiFi (5 GHz),150,-84,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,451
Day3_ATT-MNO-DEF-IN-L1,QualiPoc_083101,Eagle,d4:20:b0:e2:4c:4d,5680,WiFi (5 GHz),168,-72,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,11301
Day3_TMO-DEF-IN-L2,QualiPoc_083101,MercyMedEquip,50:5c:88:03:4b:23,2462,WiFi (2.4 GHz),162,-65,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,8424
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:dc:09:5e:4f:f3,5745,WiFi (5 GHz),123,-82,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,493
Day3_TMO-NH-L1,QualiPoc_083101,HEATKTE,d4:20:b0:d6:de:b6,5320,WiFi (5 GHz),143,-77,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14241
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE,d4:20:b0:d6:e9:96,5745,WiFi (5 GHz),133,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,15514
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:20:b0:e2:4a:25,2462,WiFi (2.4 GHz),146,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,6447
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SaveMoney,5c:5b:35:60:0c:c4,2462,WiFi (2.4 GHz),131,-68,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1575
Day2-ATT-MNO-4G-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7b:55,2437,WiFi (2.4 GHz),158,-73,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,1268
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,lunahouse5G,cc:be:59:8b:89:12,5805,WiFi (5 GHz),45,-83,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],,45
Day1-ATT-MNO-DEF-IN,QualiPoc_083101,HEATKTE-NG,d4:20:b0:ea:7a:c6,2462,WiFi (2.4 GHz),125,-80,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,125
Day2-VZN-MNO-4G-IN,QualiPoc_083101,Walmartwifi,d4:20:b0:e2:48:8e,5240,WiFi (5 GHz),180,-80,[ESS],,3436
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,MercyMedEquip,50:5c:88:03:5a:b3,2437,WiFi (2.4 GHz),168,-67,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,6562
Day2-VZN-MNO-4G-OUT,QualiPoc_083101,SaveMoney,d4:20:b0:d6:ec:85,2412,WiFi (2.4 GHz),27,-75,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,108
Day2-TMO-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,5c:5b:35:60:23:75,2412,WiFi (2.4 GHz),148,-70,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,1042
Day3_unnamed,QualiPoc_083101,Walmartwifi,d4:20:b0:d6:ec:6e,5765,WiFi (5 GHz),151,-73,[ESS],,1366
Day2-ATT-MNO-DEF-IN,QualiPoc_083101,SwimUpstream,d4:dc:09:78:74:06,5805,WiFi (5 GHz),132,-74,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,6209
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,MercyMedEquip,50:5c:88:03:4b:23,2462,WiFi (2.4 GHz),33,-72,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS],,304
Day3_TMO-DEF-L1-V1,QualiPoc_083101,HEATKTE,d4:20:b0:e2:4c:46,5680,WiFi (5 GHz),166,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9662
Day2-VZN-MNO-DEF-OUTER,QualiPoc_083101,NETGEAR70,dc:ef:09:9c:5d:7a,2437,WiFi (2.4 GHz),32,-75,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],,32
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,m3rcytl$,50:5c:88:03:03:50,2462,WiFi (2.4 GHz),23,-70,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][WPA-EAP/SHA1-TKIP+CCMP][ESS],,70
Day1-TMO-NH-IN,QualiPoc_083101,SwimUpstream,d4:20:b0:e2:4c:48,5765,WiFi (5 GHz),154,-79,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,2627
Day1-TMO-MNO-DEF-IN,QualiPoc_083101,SaveMoney,d4:20:b0:e2:4b:45,2462,WiFi (2.4 GHz),133,-71,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,14534
Day1-TMO-NH-IN,QualiPoc_083101,LiveBetter,d4:20:b0:d6:ec:fb,5220,WiFi (5 GHz),119,-78,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,9210
Day2-ATT-MNO-DEF-OUT,QualiPoc_083101,ATTtNrDgC4,90:d0:92:a8:72:9c,5805,WiFi (5 GHz),28,-80,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS][MFPC],,728
Day1-ATT-NH-IN,QualiPoc_083101,HEATKTE-NG,d4:dc:09:63:55:1a,5805,WiFi (5 GHz),140,-76,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,4225
Day3_TMO-NH-L1,QualiPoc_083101,SwimUpstream,d4:20:b0:d6:eb:a8,5200,WiFi (5 GHz),138,-67,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],,4971
Day2-ATT-MNO-4G-OUT,QualiPoc_083101,Walmartwifi,d4:20:b0:ea:7a:a8,5180,WiFi (5 GHz),32,-79,[ESS],,131
Day1-TMO-NH-IN,QualiPoc_083101,HEATKTE-NG,5c:5b:35:60:26:d5,2462,WiFi (2.4 GHz),113,-74,[WPA2-EAP/SHA1+FT/EAP-CCMP][RSN-EAP/SHA1+FT/EAP-CCMP][ESS],,3394
